;RMS;M;ADIm1;ADIm2;ADIm3;ADIm4;ADIm5;ADIm6;ADIm7;ADIm8;ADIm9;ADIm10;ADIm11;
47;-1.019039163;-1.055915375;-0.564856809;-0.913885845;-0.61782588;-1.0025768640000001;-0.645849751;-0.10799044199999999;-0.091614968;0.11886468;-0.216443827;-0.45465843200000006;-0.1306233;2
17;-1.068626904;-1.1774626540000002;-0.637012483;-0.886205556;-0.600567384;-0.866692723;-0.9384118490000001;-1.147771492;-0.832718353;-1.59553819;-1.080752722;-1.4206722090000001;-0.7131277290000001;1
61;-0.8876501720000001;-0.908138041;-0.181597316;0.694974237;0.9543306;0.9867759220000001;1.113308493;1.016984549;0.938275137;1.270326819;0.959053618;0.63990935;0.50094562;3
13;-0.937696286;-1.015591623;-0.608602128;-1.158174718;-0.8048887790000001;-1.24772037;-1.271167965;-0.24693581899999997;-0.041770972;-0.280753298;-0.46378129;-0.296611509;-0.032517665;2
8;0.140979797;0.158923788;-0.6198813129999999;-1.4897284030000002;-1.124546287;0.152552372;-0.033078703;-0.201372831;-0.6058585470000001;-1.198801193;-2.78347609;-3.429045395;-3.6732587110000003;1
36;0.09239070199999999;0.167228497;1.29886769;1.377945912;1.527310327;1.671548424;1.553146787;1.360815739;1.522605004;1.165436937;0.5625048970000001;0.36421557299999996;0.208957189;2
0;0.071232558;0.138899512;0.087817249;-0.7278435879999999;-0.582862181;-0.308798143;-0.926149853;-0.33105745;-0.084833862;-0.863395405;-1.828042485;-2.1175183890000002;-2.407747106;1
32;-0.910313292;-1.15848515;-1.259229058;-0.805998625;-0.35894192700000005;0.325726794;-0.247567924;-0.95356457;-0.379365554;-0.669414201;0.05102243099999999;0.189273845;0.361967262;1
58;0.09273416400000001;0.167730306;1.336888192;1.37678494;1.727839705;1.780657985;1.71084308;1.7376462940000001;1.6720634669999999;2.1019308690000003;1.5986227919999998;1.344010916;1.350692732;3
8;-1.113243525;-1.2184397470000001;-0.46169408;-0.506681916;-0.141881335;0.22744881;-0.997138382;-1.313530996;-0.829717461;-0.556270676;-0.016803582;-0.136466835;0.21998816399999999;1
0;0.09852779099999999;0.16546092;-0.38706855100000004;-1.1937961240000001;-0.973299646;0.15824359400000002;-0.24694209399999997;-0.069376366;0.302392297;0.218392693;-1.0860507;-1.240671693;-1.7062519219999999;1
22;0.086281749;0.160537021;1.113430189;1.043262493;0.794527036;1.4801327930000001;0.437978851;-0.162328318;0.655398369;0.8048442990000001;0.517525266;0.566780771;0.666223055;1
16;-0.898339942;-0.9166695420000001;-0.124501255;0.38934915600000003;1.017939856;1.065573911;1.109928244;0.875583775;0.875780095;1.330532029;1.080667858;0.87872014;0.4082125;3
55;-0.91530745;-0.9979805559999999;-0.523872417;-0.976319705;-0.895265064;-1.324571288;-1.719107671;-0.550999856;-0.437918474;-0.47242607799999997;-0.404784155;-0.24240445600000002;0.183227009;2
66;0.080622786;0.154271503;1.052969999;0.517767667;0.752075066;0.9454800720000001;0.065823466;-0.132380308;0.313243192;0.385286684;0.744983141;0.751686429;0.821401707;3
35;-1.04759697;-1.18559412;-0.152505606;-0.487547534;-1.029450738;-0.284178249;-1.311136021;-2.421513187;-2.052412882;-1.530514607;-1.4286371080000002;-0.9835954140000001;-1.214448975;1
45;-0.634441703;-0.9954120999999999;-1.886447154;-1.228386443;-1.3799429840000002;-1.61296976;-1.006297695;-1.1098097;-0.650642854;-0.510263141;-0.7082174179999999;-0.663199388;-0.438472235;2
3;0.080138772;0.152574184;1.080125462;0.455753224;-0.494340361;0.11574577900000001;-1.64103004;-1.6893852459999998;-0.9455622859999999;-0.857492658;-1.4997503069999998;-0.505977107;-0.66795561;1
1;0.077301988;0.139989845;-0.040984623;-0.678476764;-0.679741467;0.24307821;-0.736513768;-0.277028587;-0.36856105200000006;-0.961068138;-1.9670729230000001;-2.226736818;-2.740342432;1
41;-0.7930058870000001;-0.811067234;-0.574588137;-1.03596709;-0.893449327;-1.071422184;-0.866907135;-0.42756553700000005;-0.842402781;-0.130375186;0.029580962000000002;0.163447917;0.266178315;2
15;-1.016290052;-1.133024236;-0.635789131;-1.015817466;-0.9008444240000001;-0.879235903;-0.849447079;-0.662643584;-0.5526130260000001;-1.80799683;-1.099061748;-1.238844534;-0.6743864279999999;1
16;-1.089660643;-1.178580011;-0.522612613;-0.920424063;-0.625851896;-0.8041183759999999;-0.854413878;-0.8010182579999999;-0.711676256;-1.711835175;-0.886450877;-0.944805067;-0.312706292;1
14;-0.9819434020000001;-1.027168868;-0.391420759;-1.071957494;-1.015058936;-1.251488744;-1.889056123;-0.649593132;-0.321722455;-0.310259495;-0.36230226600000004;-0.24811692;0.142904433;2
54;-1.009499734;-1.041842626;-0.117342216;-1.035326542;-0.985592347;-1.225041544;-1.82159154;-0.498876049;-0.452698551;-0.26880949600000004;-0.456453431;-0.306272618;-0.116752009;2
5;0.082056868;0.147578526;-0.580912604;-1.665500548;-1.132920207;-0.025191746;-0.426588206;-0.30454745;-0.23600848600000002;-0.6369937170000001;-1.8845496880000001;-2.252556061;-2.76967735;1
13;0.086206707;0.159964877;1.061690024;0.320119702;-0.178870902;0.49811345700000004;-0.43991958299999995;-0.636715099;-0.393843089;0.075437195;0.196950875;0.47375362600000004;0.53650808;1
46;-0.821300411;-1.014632861;-1.981244592;-1.156186993;-1.287938408;-1.166454397;-0.655523532;-1.007756938;-0.37337708;-0.092318666;-0.440427241;-0.437639847;-0.251829257;2
29;-1.213848933;-1.260223287;-0.23872174399999999;-0.5010421829999999;-0.128168838;0.606900394;0.24818128600000003;-0.068352202;-0.6534519879999999;0.300338616;0.7914288490000001;0.8097702940000001;1.06577869;1
28;-1.005338656;-1.186736776;-0.781800568;-0.34494658899999997;-0.081128947;0.689557905;-0.11757962;-0.453053243;-0.081728176;-0.31862931699999997;0.019810485;0.175715326;0.403158154;1
6;-1.042198087;-1.1967878220000001;-0.47832884299999995;-0.29351785;0.077898713;0.589451356;-0.24914523600000002;-0.273429519;-0.084926801;-0.34367782;0.11877645099999999;0.012452516;0.271643513;1
56;0.45304538200000005;0.5533775329999999;-0.017240231;-0.38902707799999997;0.242216412;-0.22260928800000002;0.344838761;0.7974024390000001;0.19036583;-0.01238466;-0.306273377;-0.20150938;0.049260658;3
